"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"DSWXXM","电视外销项目空间","204749324","204749310","20. 先行项目","【3/31】9618U7.5项目的开发和LIT测试进展汇总","2","2","电视外销项目空间 主页 / 20. 先行项目 / 【3/31】9618U7.5项目的开发和LIT测试进展汇总","测试与验证","2023-03-31 19:30:15","邵鹏/Peng Shao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204749324"
"DSWXXM","电视外销项目空间","208223697","204749310","20. 先行项目","【4/14】9618U7.5项目的开发和LIT测试进展汇总","2","3","电视外销项目空间 主页 / 20. 先行项目 / 【4/14】9618U7.5项目的开发和LIT测试进展汇总","测试与验证","2023-04-21 09:01:36","王建怡/Eileen Wang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=208223697"
"DSWXXM","电视外销项目空间","209098536","204749310","20. 先行项目","【4/18】9618U7.5项目的开发和LIT测试进展汇总","2","4","电视外销项目空间 主页 / 20. 先行项目 / 【4/18】9618U7.5项目的开发和LIT测试进展汇总","测试与验证","2023-04-18 13:53:52","未知用户 (leigang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209098536"
"DSWXXM","电视外销项目空间","207395978","204749310","20. 先行项目","【4/7】9618U7.5项目的开发和LIT测试进展汇总","2","5","电视外销项目空间 主页 / 20. 先行项目 / 【4/7】9618U7.5项目的开发和LIT测试进展汇总","测试与验证","2023-04-13 14:59:01","汪佳丽/Fiona Wang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207395978"
"DSWXXM","电视外销项目空间","209101874","22053496","电视外销项目空间 主页","21. 2023年NPS项目","1","25","电视外销项目空间 主页 / 21. 2023年NPS项目","问题与复盘","2023-04-19 14:11:36","未知用户 (leigang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209101874"
"DSWXXM","电视外销项目空间","230158824","209101874","21. 2023年NPS项目","2023年NPS性能改善项目措施落地的汇总统计","2","1","电视外销项目空间 主页 / 21. 2023年NPS项目 / 2023年NPS性能改善项目措施落地的汇总统计","问题与复盘","2024-03-18 15:25:26","郑鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=230158824"
"DSWXXM","电视外销项目空间","215819264","209101874","21. 2023年NPS项目","72690性能指标跟踪汇总","2","2","电视外销项目空间 主页 / 21. 2023年NPS项目 / 72690性能指标跟踪汇总","问题与复盘","2023-09-11 14:31:19","未知用户 (lijianlei1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215819264"
"DSWXXM","电视外销项目空间","209102011","209101874","21. 2023年NPS项目","NPS问题跟踪汇总","2","3","电视外销项目空间 主页 / 21. 2023年NPS项目 / NPS问题跟踪汇总","问题与复盘","2023-06-05 18:40:32","陈文柱/Vanjoe Chen","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209102011"
"DSWXXM","电视外销项目空间","213427389","22053496","电视外销项目空间 主页","ミーティング議事録","1","26","电视外销项目空间 主页 / ミーティング議事録","项目管理","2023-05-10 13:27:39","楢原隆史","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213427389"
"DSWXXM","电视外销项目空间","216373467","22053496","电视外销项目空间 主页","YouTube调查问卷2023","1","27","电视外销项目空间 主页 / YouTube调查问卷2023","项目管理","2023-06-26 15:38:47","高鹏/Gavin Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=216373467"
"DSWXXM","电视外销项目空间","222313002","22053496","电视外销项目空间 主页","UML Diagrams","1","28","电视外销项目空间 主页 / UML Diagrams","项目管理","2023-09-29 22:45:44","竹腰雅俊","否","http://dmtks.hisense.com/display/DSWXXM/UML+Diagrams"
"DSWXXM","电视外销项目空间","264631727","22053496","电视外销项目空间 主页","22.Spotify 音乐应用","1","29","电视外销项目空间 主页 / 22.Spotify 音乐应用","项目管理","2024-09-10 11:24:17","张楠/Nancy Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=264631727"
"DSWXXM","电视外销项目空间","294938240","22053496","电视外销项目空间 主页","5.TVS项目管理知识库","1","30","电视外销项目空间 主页 / 5.TVS项目管理知识库","项目管理","2025-03-15 13:05:41","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=294938240"
"DSWXXM","电视外销项目空间","294938265","294938240","5.TVS项目管理知识库","1.TVS项目开发指南","2","1","电视外销项目空间 主页 / 5.TVS项目管理知识库 / 1.TVS项目开发指南","规范与流程","2025-03-15 13:57:39","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=294938265"
"DSWXXM","电视外销项目空间","294938243","294938240","5.TVS项目管理知识库","2.TVS项目平台-MT9618","2","2","电视外销项目空间 主页 / 5.TVS项目管理知识库 / 2.TVS项目平台-MT9618","项目管理","2025-03-15 13:58:53","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=294938243"
"DSWXXM","电视外销项目空间","353654794","294938240","5.TVS项目管理知识库","26年TVS项目工时","2","3","电视外销项目空间 主页 / 5.TVS项目管理知识库 / 26年TVS项目工时","项目管理","2026-01-21 14:45:00","未知用户 (liyuxi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=353654794"
"DSWXXM","电视外销项目空间","294938402","294938240","5.TVS项目管理知识库","3.TVS项目平台-MT9603","2","4","电视外销项目空间 主页 / 5.TVS项目管理知识库 / 3.TVS项目平台-MT9603","项目管理","2025-03-15 13:59:12","张磊","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=294938402"
"DSWXXM","电视外销项目空间","328526442","22053496","电视外销项目空间 主页","製品要件","1","31","电视外销项目空间 主页 / 製品要件","项目管理","2025-10-08 13:21:08","木村崇博","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=328526442"
"JQ","电视应用软件所","5407673","","","电视应用软件所 Home","0","1","电视应用软件所 Home","其他","2016-08-25 09:04:13","陈祥鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407673"
"JQ","电视应用软件所","5406829","5407673","电视应用软件所 Home","应用模块技术资料","1","1","电视应用软件所 Home / 应用模块技术资料","其他","2016-09-23 19:33:31","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5406829"
"JQ","电视应用软件所","5407072","5406829","应用模块技术资料","A - 模块及负责人","2","1","电视应用软件所 Home / 应用模块技术资料 / A - 模块及负责人","其他","2016-09-23 12:47:38","王新鲁","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407072"
"JQ","电视应用软件所","5406849","5406829","应用模块技术资料","Launcher","2","2","电视应用软件所 Home / 应用模块技术资料 / Launcher","其他","2016-12-23 16:16:19","刘承龙","否","http://dmtks.hisense.com/display/JQ/Launcher"
"JQ","电视应用软件所","5407318","5406829","应用模块技术资料","MediaCenter","2","3","电视应用软件所 Home / 应用模块技术资料 / MediaCenter","其他","2015-05-07 22:50:20","未知用户 (brlyyuan)","否","http://dmtks.hisense.com/display/JQ/MediaCenter"
"JQ","电视应用软件所","5407254","5406829","应用模块技术资料","多屏互动/投屏助手","2","4","电视应用软件所 Home / 应用模块技术资料 / 多屏互动/投屏助手","其他","2016-11-28 11:12:49","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407254"
"JQ","电视应用软件所","5407079","5406829","应用模块技术资料","Silo转场","2","5","电视应用软件所 Home / 应用模块技术资料 / Silo转场","其他","2019-01-07 16:36:17","王大勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407079"
"JQ","电视应用软件所","5407098","5406829","应用模块技术资料","多媒体中间件(音视频)","2","6","电视应用软件所 Home / 应用模块技术资料 / 多媒体中间件(音视频)","其他","2016-12-26 17:35:22","李斌","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407098"
"JQ","电视应用软件所","5407075","5406829","应用模块技术资料","屏保/关机动画/声音主题/QRCode","2","7","电视应用软件所 Home / 应用模块技术资料 / 屏保/关机动画/声音主题/QRCode","其他","2017-08-23 10:43:42","付延松","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407075"
"JQ","电视应用软件所","5407077","5406829","应用模块技术资料","应用升级服务","2","8","电视应用软件所 Home / 应用模块技术资料 / 应用升级服务","其他","2016-12-05 10:09:49","未知用户 (jiangzehu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407077"
"JQ","电视应用软件所","5406975","5406829","应用模块技术资料","视频加速","2","9","电视应用软件所 Home / 应用模块技术资料 / 视频加速","其他","2016-11-28 11:08:15","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5406975"
"JQ","电视应用软件所","5406976","5406829","应用模块技术资料","QQ视频通话","2","10","电视应用软件所 Home / 应用模块技术资料 / QQ视频通话","其他","2016-12-30 10:22:01","未知用户 (yuwenqin)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5406976"
"JQ","电视应用软件所","5406979","5406829","应用模块技术资料","聚联播","2","11","电视应用软件所 Home / 应用模块技术资料 / 聚联播","其他","2017-01-03 18:44:05","宋虎","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5406979"
"JQ","电视应用软件所","5406972","5406829","应用模块技术资料","微信互联电视","2","12","电视应用软件所 Home / 应用模块技术资料 / 微信互联电视","其他","2016-11-28 11:17:23","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5406972"
"JQ","电视应用软件所","5406980","5406829","应用模块技术资料","历史记录","2","13","电视应用软件所 Home / 应用模块技术资料 / 历史记录","其他","2016-11-28 10:58:11","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5406980"
"JQ","电视应用软件所","15597489","5406829","应用模块技术资料","日历","2","14","电视应用软件所 Home / 应用模块技术资料 / 日历","其他","2022-07-13 15:06:14","苑衍梅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15597489"
"JQ","电视应用软件所","15769612","5406829","应用模块技术资料","全景播放器","2","15","电视应用软件所 Home / 应用模块技术资料 / 全景播放器","其他","2017-09-15 17:03:04","杨鲁明","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15769612"
"JQ","电视应用软件所","17042130","5406829","应用模块技术资料","SmartSenseCenter","2","16","电视应用软件所 Home / 应用模块技术资料 / SmartSenseCenter","其他","2018-05-21 09:46:05","未知用户 (tangxueda)","否","http://dmtks.hisense.com/display/JQ/SmartSenseCenter"
"JQ","电视应用软件所","17171385","5406829","应用模块技术资料","平台移植","2","17","电视应用软件所 Home / 应用模块技术资料 / 平台移植","其他","2018-03-22 10:40:45","苑衍梅","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17171385"
"JQ","电视应用软件所","5407572","5407673","电视应用软件所 Home","知识汇总","1","2","电视应用软件所 Home / 知识汇总","其他","2016-08-16 14:13:20","陈祥鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407572"
"JQ","电视应用软件所","5407523","5407572","知识汇总","第三方方案商资料","2","1","电视应用软件所 Home / 知识汇总 / 第三方方案商资料","设计与架构","2016-08-16 14:48:35","陈祥鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407523"
"JQ","电视应用软件所","5407525","5407572","知识汇总","竞品资料","2","2","电视应用软件所 Home / 知识汇总 / 竞品资料","其他","2016-08-16 14:48:59","陈祥鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407525"
"JQ","电视应用软件所","5407517","5407572","知识汇总","Android/JAVA相关资料","2","3","电视应用软件所 Home / 知识汇总 / Android/JAVA相关资料","其他","2016-08-16 15:22:28","陈祥鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407517"
"JQ","电视应用软件所","5407528","5407572","知识汇总","业余知识扩展","2","4","电视应用软件所 Home / 知识汇总 / 业余知识扩展","其他","2016-08-16 14:50:22","陈祥鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407528"
"JQ","电视应用软件所","5407524","5407572","知识汇总","电视基础知识","2","5","电视应用软件所 Home / 知识汇总 / 电视基础知识","其他","2016-08-16 14:49:17","陈祥鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407524"
"JQ","电视应用软件所","5407527","5407572","知识汇总","编译环境配置、调试工具及调试技巧汇总","2","6","电视应用软件所 Home / 知识汇总 / 编译环境配置、调试工具及调试技巧汇总","其他","2016-08-16 15:32:24","陈祥鹏","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407527"
"JQ","电视应用软件所","5407305","5407572","知识汇总","OTA and Application self-update","2","7","电视应用软件所 Home / 知识汇总 / OTA and Application self-update","其他","2015-05-07 23:06:02","未知用户 (brlyyuan)","否","http://dmtks.hisense.com/display/JQ/OTA+and+Application+self-update"
"JQ","电视应用软件所","5407498","5407572","知识汇总","Git/Gerrit","2","8","电视应用软件所 Home / 知识汇总 / Git/Gerrit","其他","2016-08-17 11:00:00","付友苹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=5407498"
